material_id,Name,A_site,B_site,X_site,Spacegroup,Ehull,Energy,density_MP,s_A,s_B,s_X
mp-772724,SnBO3,Sn,B,O,Cc,0.0905246665624846,-34.8335781625,4.03490609624482,0.81,0.27,1.42
mp-1068985,SnCCl3,Sn,C,Cl,R3m,1.29055422975,-16.12734463,3.28682273532405,0.81,0.16,1.81
mp-1068389,SnCCl3,Sn,C,Cl,Pm-3m,1.65131107375,-14.35229444,2.69117019380498,0.81,0.16,1.81
mp-729742,SnCCl3,Sn,C,Cl,Cm,1.16468950175,-16.76349833,2.43031061274041,0.81,0.16,1.81
mp-769144,SnGeO3,Sn,Ge,O,P2/c,0.0,-30.9417406616666,4.76565930935215,0.81,0.73,1.42
mp-1101394,SnGeO3,Sn,Ge,O,R-3,0.103020028,-30.423675255,5.0563548558885,0.81,0.73,1.42
mp-1187065,SnGeO3,Sn,Ge,O,Pm-3m,0.273269262,-29.57375468,6.88793068538683,0.81,0.73,1.42
mp-5045,SnGeS3,Sn,Ge,S,P2_1/c,0.0,-22.9513591025,3.414484883889,0.81,0.73,1.84
mp-1101720,SnPbO3,Sn,Pb,O,Pbam,0.0762580784999996,-29.5088658575,8.79226531561412,0.81,1.19,1.42
mp-978952,SnPbO3,Sn,Pb,O,Pm-3m,0.1167542735,-29.30797955,8.82874290564484,0.81,1.19,1.42
mp-504543,SnPbO3,Sn,Pb,O,Fd-3m,0.155305781999999,-29.112190455,7.98167408333011,0.81,1.19,1.42
mp-1188095,SnPbS3,Sn,Pb,S,Pnma,0.0070812489999969,-22.265973875,5.71017141530944,0.81,1.19,1.84
mp-726037,SnPO3,Sn,P,O,Cc,0.310660673366673,-31.821116335,3.55697331657195,0.81,0.44,1.42
mp-4252,SnPS3,Sn,P,S,P2_1/c,0.0070361819999993,-23.52922114,3.37103441455285,0.81,0.44,1.84
mp-13923,SnPS3,Sn,P,S,Pc,0.0,-23.563254,3.24456359822103,0.81,0.44,1.84
mp-1080140,SnPS3,Sn,P,S,C2/m,0.0456553670000002,-23.33402802,3.01607722593815,0.81,0.44,1.84
mp-1079752,SnPS3,Sn,P,S,R-3,0.0456265369999995,-23.334655285,3.0346394931138,0.81,0.44,1.84
mp-673705,SnPSe3,Sn,P,Se,P2_1/c,0.178147437499999,-20.22097517,4.2385320639134,0.81,0.44,1.98
mp-570370,SnPSe3,Sn,P,Se,Pc,0.0,-21.1133991475,4.69990347135495,0.81,0.44,1.98
mp-5706,SnPSe3,Sn,P,Se,P2_1/c,0.0032158004999995,-21.0976541525,4.71861292971994,0.81,0.44,1.98
mp-979294,SrAgO3,Sr,Ag,O,Pm-3m,0.112504430000001,-24.25305852,5.82263650958786,1.44,0.75,1.42
mp-1068011,SrAlH3,Sr,Al,H,Pm-3m,0.699012910285716,-13.98625801,2.02581922980043,1.44,0.535,2.08
mp-978862,SrAlO3,Sr,Al,O,Pm-3m,0.0508495222499947,-33.36909135,4.78425668460844,1.44,0.535,1.42
mp-978851,SrAsO3,Sr,As,O,Pm-3m,0.245648954499998,-30.49940406,5.56687680819698,1.44,0.58,1.42
mp-1187146,SrAuO3,Sr,Au,O,Pm-3m,0.274543589999999,-24.85800717,7.8065693396284,1.44,0.85,1.42
mp-1187143,SrBeO3,Sr,Be,O,Pm-3m,0.376971984999999,-29.14798646,4.61347819409923,1.44,0.45,1.42
mp-29164,SrBiO3,Sr,Bi,O,P2_1/c,0.0,-29.6631143275,7.13609272681293,1.44,1.03,1.42
mp-28476,SrBiSe3,Sr,Bi,Se,P2_12_12_1,0.0,-21.121189458125,6.09062028951659,1.44,1.03,1.98
mp-1189840,SrBO3,Sr,B,O,Pnma,0.062341577874995,-35.2646132175,3.46750690182947,1.44,0.27,1.42
mp-978842,SrCaO3,Sr,Ca,O,Pm-3m,0.467312725999997,-27.36913392,3.480772800607,1.44,1.34,1.42
mp-22428,SrCeO3,Sr,Ce,O,Pnma,0.0085144779999968,-38.4759816725,5.63253905035804,1.44,0.87,1.42
mp-1218370,SrCO3,Sr,C,O,R32,0.0317049775000005,-37.02755253,3.28879323054517,1.44,0.16,1.42
mp-38035,SrCO3,Sr,C,O,R-3c,0.0232246075000004,-37.06835328,3.29549224774942,1.44,0.16,1.42
mp-3822,SrCO3,Sr,C,O,Pnma,0.0,-37.1872448125,3.63595578334996,1.44,0.16,1.42
mp-33746,SrCO3,Sr,C,O,C2/m,0.0361576455000003,-37.00704407,3.4810197990398,1.44,0.16,1.42
mp-562466,SrCoO3,Sr,Co,O,P-1,0.0733170399274217,-29.435973755,4.97403205821672,1.44,0.53,1.42
mp-1273854,SrCoO3,Sr,Co,O,P4/mmm,0.0352577109274206,-29.7931989175,5.56560391552512,1.44,0.53,1.42
mp-1283849,SrCoO3,Sr,Co,O,P4/mbm,0.0182290649274206,-29.82541979,5.42500927084734,1.44,0.53,1.42
mp-505766,SrCoO3,Sr,Co,O,Pm-3m,0.0817968879274202,-32.11368951,5.68979710664649,1.44,0.53,1.42
mp-1272815,SrCoO3,Sr,Co,O,Amm2,0.0395083094274211,-29.66696356,5.4879828648204,1.44,0.53,1.42
mp-550781,SrCoO3,Sr,Co,O,P2_1/m,0.0874531174274216,-31.8895879325,4.93753040562392,1.44,0.53,1.42
mp-752441,SrCrO3,Sr,Cr,O,P6_3/mmc,0.0857306939374976,-38.0682820133334,5.26050621913271,1.44,0.55,1.42
mp-781082,SrCrO3,Sr,Cr,O,Ama2,0.0652886416517839,-34.9462420971428,5.06740319516227,1.44,0.55,1.42
mp-20029,SrCrO3,Sr,Cr,O,Pm-3m,0.0725450819374967,-38.00327474,5.43255938806433,1.44,0.55,1.42
mp-755321,SrCrO3,Sr,Cr,O,P6_3/mmc,0.0964323934374969,-38.046253835,5.16780805943415,1.44,0.55,1.42
mp-761337,SrCrO3,Sr,Cr,O,Ama2,0.0576359589374968,-34.9837002933333,5.12499729211012,1.44,0.55,1.42
mp-1372100,SrCrO3,Sr,Cr,O,Cmcm,0.169051027937498,-34.50560727,5.12499446657101,1.44,0.55,1.42
mp-1325463,SrCrO3,Sr,Cr,O,Cmcm,0.198580512080354,-34.3579598492857,5.05845840903256,1.44,0.55,1.42
mp-769855,SrCrO3,Sr,Cr,O,Ama2,0.0702200274374976,-34.92311742,5.03468298965531,1.44,0.55,1.42
mp-1192969,SrCuO3,Sr,Cu,O,Pmma,0.045769814791667,-27.05099028,5.61278222984442,1.44,0.54,1.42
mp-29049,SrCuO3,Sr,Cu,O,Pmmm,0.0427257767916673,-27.07104332,5.56155572273705,1.44,0.54,1.42
mp-1076711,SrCuO3,Sr,Cu,O,Pm-3m,0.0082693021250017,-27.22724376,5.64225105857569,1.44,0.54,1.42
mp-1187145,SrDyO3,Sr,Dy,O,Pm-3m,0.252805650000001,-34.25640258,5.91995531430728,1.44,0.912,1.42
mp-1187147,SrErO3,Sr,Er,O,Pm-3m,0.222959852249999,-34.48101935,6.17450327141058,1.44,0.89,1.42
mp-1100775,SrEuO3,Sr,Eu,O,Pm-3m,0.183555596874999,-38.14076146,5.66902996063974,1.44,1.062,1.42
mp-510624,SrFeO3,Sr,Fe,O,Pm-3m,0.0,-31.78010261,5.31128285613664,1.44,0.585,1.42
mp-555731,SrGeO3,Sr,Ge,O,P-62m,0.112676463333334,-32.2464583566666,4.17208215211709,1.44,0.53,1.42
mp-17464,SrGeO3,Sr,Ge,O,C2/c,0.0,-32.8098790633334,4.17756544155109,1.44,0.53,1.42
mp-1016999,SrGeO3,Sr,Ge,O,Pm-3m,0.150044169333334,-32.05648735,6.02790594596918,1.44,0.53,1.42
mp-554869,SrGeO3,Sr,Ge,O,P-1,0.0018847388333336,-32.8001786866666,4.42724012025676,1.44,0.53,1.42
mp-1207079,SrPdH3,Sr,Pd,H,Pm-3m,0.0,-19.61466184,5.74067471754319,1.44,0.59,2.08
mp-550908,SrHfO3,Sr,Hf,O,P4/mbm,0.0128695209999989,-43.429818665,7.49018875866704,1.44,0.83,1.42
mp-3378,SrHfO3,Sr,Hf,O,Pnma,0.0,-43.4939436075,7.50874039698422,1.44,0.83,1.42
mp-4551,SrHfO3,Sr,Hf,O,Pm-3m,0.0329575589999997,-43.3293164,7.34425744784706,1.44,0.83,1.42
mp-13108,SrHfO3,Sr,Hf,O,P4mm,0.0328964169999999,-43.32958294,7.33550571780208,1.44,0.83,1.42
mp-13109,SrHfO3,Sr,Hf,O,Imma,0.0026803519999987,-43.480414165,7.49338541195359,1.44,0.83,1.42
mp-3721,SrHfO3,Sr,Hf,O,I4/mcm,0.0060620920000005,-43.463513765,7.49165439376345,1.44,0.83,1.42
mp-4673,SrHfO3,Sr,Hf,O,Cmcm,0.0044495510000004,-43.4716846825,7.49368188057462,1.44,0.83,1.42
mp-1208643,SrHfS3,Sr,Hf,S,Pnma,0.0,-33.0929512675,5.09957341908663,1.44,0.83,1.84
mp-971996,SrHoO3,Sr,Ho,O,Pm-3m,0.236222593875,-34.34928843,6.04066398028435,1.44,1.12,1.42
mp-972021,SrInO3,Sr,In,O,Pm-3m,0.194183900499998,-27.80708073,5.55559595277912,1.44,0.92,1.42
mp-1105160,SrIrO3,Sr,Ir,O,Pnma,0.0276744060000054,-33.3530517975,8.54114671204973,1.44,0.625,1.42
mp-1193907,SrIrO3,Sr,Ir,O,C2/c,0.0034682963333372,-33.43418752,8.30260976826299,1.44,0.625,1.42
mp-1016848,SrIrO3,Sr,Ir,O,Pm-3m,0.141754298000005,-32.71149486,8.51845027796859,1.44,0.625,1.42
mp-17097,SrIrO3,Sr,Ir,O,Cmcm,0.0193014600000048,-33.355482655,8.32309731094355,1.44,0.625,1.42
mp-24419,SrLiH3,Sr,Li,H,Pm-3m,0.457782857499999,-13.89927932,1.63179549493968,1.44,0.92,2.08
mp-1187183,SrLiO3,Sr,Li,O,Pm-3m,0.287957961000002,-24.85488184,3.96188461645059,1.44,0.92,1.42
mp-1187182,SrMgO3,Sr,Mg,O,Pm-3m,0.220685895999999,-27.68538425,4.07078656088051,1.44,0.89,1.42
mp-1193101,SrMnO3,Sr,Mn,O,P6_3/mmc,0.0150455418333371,-34.2933304833333,5.24277816177348,1.44,0.53,1.42
mp-559975,SrMnO3,Sr,Mn,O,C222_1,0.0,-37.075732615,5.2183939688995,1.44,0.53,1.42
mp-1017466,SrMnO3,Sr,Mn,O,Pm-3m,0.0492473495000034,-34.13863415,5.40552288730541,1.44,0.53,1.42
mp-19001,SrMnO3,Sr,Mn,O,P6_3/mmc,0.0030636510000041,-34.33854007,5.14126182758994,1.44,0.53,1.42
mp-1218206,SrMnO3,Sr,Mn,O,P6_3mc,0.0126189035000044,-34.33693725,5.15135028290573,1.44,0.53,1.42
mp-1542758,SrMoO3,Sr,Mo,O,C2/m,0.0,-35.119266225,5.69466835662628,1.44,0.65,1.42
mp-1187247,SrMoO3,Sr,Mo,O,I4/mcm,0.0402377300000012,-34.899474235,5.7171862145662,1.44,0.65,1.42
mp-1078716,SrMoO3,Sr,Mo,O,Imma,0.0090926759999998,-35.051091445,5.70325788249693,1.44,0.65,1.42
mp-18747,SrMoO3,Sr,Mo,O,Pm-3m,0.0840975250000007,-34.68662301,5.6519559088508,1.44,0.65,1.42
mp-7006,SrNbO3,Sr,Nb,O,Pm-3m,0.0130552904999934,-40.44490225,5.55014819548125,1.44,0.68,1.42
mp-10339,SrNbO3,Sr,Nb,O,Pnma,0.0073766344999928,-40.475297005,5.59469309648905,1.44,0.68,1.42
mp-1173150,SrNbO3,Sr,Nb,O,P4/mbm,0.0091657739999924,-40.508240005,5.58407509081787,1.44,0.68,1.42
mp-1101333,SrNdO3,Sr,Nd,O,Pm-3m,0.358035681749998,-33.30801512,5.11183589704146,1.44,0.983,1.42
mp-1291939,SrNiO3,Sr,Ni,O,Pmma,0.0520742885000018,-26.3263600975,5.43142947104402,1.44,0.48,1.42
mp-1299294,SrNiO3,Sr,Ni,O,R-3m,0.053711680500002,-26.2632512925,5.411997788242,1.44,0.48,1.42
mp-752649,SrNiO3,Sr,Ni,O,C2,0.069953175000002,-29.81119199,5.65845825392133,1.44,0.48,1.42
mp-1101421,SrNiO3,Sr,Ni,O,Pnma,0.0479806115000025,-26.31539424,5.46445679469933,1.44,0.48,1.42
mp-1281591,SrNiO3,Sr,Ni,O,Cmmm,0.0588251935000024,-26.2539561625,5.49051367068747,1.44,0.48,1.42
mp-762506,SrNiO3,Sr,Ni,O,Pm-3m,0.0459517170000021,-26.33335819,5.49928088936489,1.44,0.48,1.42
mp-867195,SrOsO3,Sr,Os,O,Pm-3m,0.0969186678181817,-36.04226758,8.5030749128982,1.44,0.63,1.42
mp-1105153,SrOsO3,Sr,Os,O,Pnma,0.061077385318181,-36.1894399675,8.58895701887185,1.44,0.63,1.42
mp-20489,SrPbO3,Sr,Pb,O,Pnma,0.0,-28.956976195,7.4042228004924,1.44,0.775,1.42
mp-1187190,SrPdO3,Sr,Pd,O,Pm-3m,0.0701218604999987,-28.05947566,6.09760515546666,1.44,0.615,1.42
mp-20464,SrPrO3,Sr,Pr,O,Pnma,0.145080522374998,-34.24673331,5.23044936617588,1.44,0.85,1.42
mp-9788,SrPS3,Sr,P,S,P2_1/c,0.0,-25.1344487325,2.88352901127944,1.44,0.44,1.84
mp-7198,SrPSe3,Sr,P,Se,P2_1/c,0.0,-22.3662959625,4.22515626689378,1.44,0.44,1.98
mp-1187202,SrPtO3,Sr,Pt,O,Pm-3m,0.159764869749999,-29.07277955,8.19084161543835,1.44,0.625,1.42
mp-1207172,SrPuO3,Sr,Pu,O,Pm-3m,0.0906437980000057,-45.32386831,7.58956173871938,1.44,0.86,1.42
mp-989623,SrReN3,Sr,Re,N,C2/c,0.0,-41.7015171875,5.97732877386111,1.44,0.53,1.46
mp-1187226,SrReO3,Sr,Re,O,Pm-3m,0.126121255133333,-38.91247629,8.36942414689458,1.44,0.63,1.42
mp-1208626,SrRhO3,Sr,Rh,O,Pnma,0.0058104137499954,-31.9040830325,6.28651538271612,1.44,0.6,1.42
mp-1206846,SrRhO3,Sr,Rh,O,Imma,0.0175685137499961,-31.842998,6.24228151383936,1.44,0.6,1.42
mp-1206840,SrRhO3,Sr,Rh,O,I4/mcm,0.0303996117499965,-31.77883665,6.25947941416624,1.44,0.6,1.42
mp-1017441,SrRhO3,Sr,Rh,O,Pm-3m,0.0926481917499959,-31.41939752,6.16795158386246,1.44,0.6,1.42
mp-4346,SrRuO3,Sr,Ru,O,Pm-3m,0.0413389979999943,-34.46183577,6.21129128674782,1.44,0.62,1.42
mp-34212,SrRuO3,Sr,Ru,O,Imma,0.0049297199999953,-34.65458656,6.25551000116283,1.44,0.62,1.42
mp-22390,SrRuO3,Sr,Ru,O,Pnma,0.0,-34.677805555,6.24569292924064,1.44,0.62,1.42
mp-611033,SrRuO3,Sr,Ru,O,Pnma,0.509728028499995,-31.9181594775,4.46574523930764,1.44,0.62,1.42
mp-1179112,SrRuO3,Sr,Ru,O,Pnma,0.496634315499994,-32.17017169,4.06307608025759,1.44,0.62,1.42
mp-1079352,SrRuO3,Sr,Ru,O,Cmcm,0.0430079389999944,-34.47201145,6.31142188077672,1.44,0.62,1.42
mp-4525,SrRuO3,Sr,Ru,O,I4/mcm,0.0103692919999938,-34.62963756,6.24995684216476,1.44,0.62,1.42
mp-22534,SrRuO3,Sr,Ru,O,P4/mmm,0.510739175999995,-32.0127897425,4.40553705491925,1.44,0.62,1.42
mp-1187192,SrSbO3,Sr,Sb,O,Pm-3m,0.1320984408,-30.47906747,5.73304876371795,1.44,0.76,1.42
mp-1204655,SrSbSe3,Sr,Sb,Se,P2_12_12_1,0.0,-21.108497085,5.27614654547427,1.44,0.76,1.98
mp-1187191,SrScO3,Sr,Sc,O,Pm-3m,0.0912574672500073,-36.7440215,4.22597419005904,1.44,0.87,1.42
mp-3395,SrSeO3,Sr,Se,O,P2_1/m,0.0,-29.527722005,4.42548966822733,1.44,0.5,1.42
mp-555098,SrSeO3,Sr,Se,O,Pnma,0.0006075225000001,-29.52432201,4.4486075471539,1.44,0.5,1.42
mp-1017439,SrSiO3,Sr,Si,O,Pm-3m,0.32427593,-35.47977658,5.37141998302675,1.44,0.4,1.42
mp-561547,SrSiO3,Sr,Si,O,P2_1/c,0.0360274455000003,-36.92381362375,3.84608532376204,1.44,0.4,1.42
mp-18313,SrSiO3,Sr,Si,O,P-1,0.0198662516666657,-37.004333015,3.70454256641813,1.44,0.4,1.42
mp-1173151,SrSiO3,Sr,Si,O,Pc,0.9030404455,-33.170603525,2.95135133814427,1.44,0.4,1.42
mp-3978,SrSiO3,Sr,Si,O,C2/c,0.0,-37.1040622983333,3.53119572916531,1.44,0.4,1.42
mp-12866,SrSnO3,Sr,Sn,O,Imma,0.0059080455,-31.637916675,6.12468812456269,1.44,0.81,1.42
mp-2879,SrSnO3,Sr,Sn,O,Pnma,0.0,-31.66733234,6.12694310766704,1.44,0.81,1.42
mp-546973,SrSnO3,Sr,Sn,O,Pm-3m,0.0477347734999993,-31.4293822,6.0614797323359,1.44,0.81,1.42
mp-12867,SrSnO3,Sr,Sn,O,I4/mcm,0.0114743645000006,-31.61033106,6.13703974978727,1.44,0.81,1.42
mp-1205419,SrSnS3,Sr,Sn,S,Pnma,0.0101398184999981,-23.4851485025,4.25854963620036,1.44,0.81,1.84
mp-1186755,SrTaO3,Sr,Ta,O,Pm-3m,0.0592408100000093,-42.73254809,7.81501607080296,1.44,0.68,1.42
mp-21898,SrTbO3,Sr,Tb,O,Pnma,0.121943571875,-34.83615472,6.04204550289794,1.44,0.76,1.42
mp-989586,SrTcN3,Sr,Tc,N,C222_1,0.019907795,-38.73905231,4.93180622714366,1.44,0.56,1.46
mp-989546,SrTcN3,Sr,Tc,N,Cmcm,0.0198994100000007,-38.734905265,4.92994156236455,1.44,0.56,1.46
mp-989530,SrTcN3,Sr,Tc,N,C2/m,0.0093425890000009,-38.77969348,4.92928754171553,1.44,0.56,1.46
mp-989627,SrTcN3,Sr,Tc,N,C2/c,0.0,-38.8323761575,4.41009527800781,1.44,0.56,1.46
mp-1188414,SrTcO3,Sr,Tc,O,Pnma,0.0,-37.112411795,6.13255296568768,1.44,0.645,1.42
mp-1079334,SrTcO3,Sr,Tc,O,Imma,0.0020905374999999,-37.099104375,6.17133286021224,1.44,0.645,1.42
mp-12631,SrTcO3,Sr,Tc,O,Pm-3m,0.0021140334999998,-37.11278593,6.14311632115995,1.44,0.645,1.42
mp-5229,SrTiO3,Sr,Ti,O,Pm-3m,0.0008920139999997,-40.12485953,4.96210707185598,1.44,0.605,1.42
mp-4651,SrTiO3,Sr,Ti,O,I4/mcm,0.0,-40.128678945,4.97206124538364,1.44,0.605,1.42
mp-776018,SrTiO3,Sr,Ti,O,P6_3/mmc,0.039102471333333,-39.9319821,4.79793399891923,1.44,0.605,1.42
mp-551830,SrTiO3,Sr,Ti,O,I4/mcm,0.0005822479999988,-40.12585824,4.96612026986282,1.44,0.605,1.42
mp-1080529,SrTiS3,Sr,Ti,S,P6_3/mmc,0.0824371210000043,-29.68247996,3.48528737670547,1.44,0.605,1.84
mp-981367,SrTlO3,Sr,Tl,O,Pm-3m,0.240666965499995,-24.95651357,7.20332832331402,1.44,0.885,1.42
mp-1186758,SrTmO3,Sr,Tm,O,Pm-3m,0.205895363000007,-34.57010322,6.28884203420639,1.44,0.88,1.42
mp-18717,SrVO3,Sr,V,O,Pm-3m,0.0391016768602821,-36.2522689,5.21885798900001,1.44,0.58,1.42
mp-989513,SrWN3,Sr,W,N,C2/m,0.0034427509999996,-42.838953825,6.65551906084902,1.44,0.6,1.46
mp-989625,SrWN3,Sr,W,N,P1,0.0,-42.85567244,7.04760709633009,1.44,0.6,1.46
mp-1186764,SrWO3,Sr,W,O,Pm-3m,0.193643792666682,-35.29284278,7.68968093631277,1.44,0.66,1.42
mp-1186756,SrYbO3,Sr,Yb,O,Pm-3m,0.386716077999997,-27.85431003,6.37557454545599,1.44,0.868,1.42
mp-1186757,SrZnO3,Sr,Zn,O,Pm-3m,0.167972298,-25.09259156,5.29460346458878,1.44,0.9,1.42
mp-5076,SrZrO3,Sr,Zr,O,I4/mcm,0.0125930215000007,-41.268079915,5.23416700474964,1.44,0.89,1.42
mp-3626,SrZrO3,Sr,Zr,O,Cmcm,0.0081951515000007,-41.29020232,5.23458350082453,1.44,0.89,1.42
mp-4387,SrZrO3,Sr,Zr,O,Pnma,0.0,-41.331014965,5.25225357376446,1.44,0.89,1.42
mp-1020622,SrZrO3,Sr,Zr,O,P4/mbm,0.0197499304999997,-41.23253341,5.22363240922108,1.44,0.89,1.42
mp-1068742,SrZrO3,Sr,Zr,O,P4mm,0.048340725500001,-41.08924028,5.05054220207103,1.44,0.89,1.42
mp-3323,SrZrO3,Sr,Zr,O,Pm-3m,0.0549089115000001,-41.05641042,5.09297470840741,1.44,0.89,1.42
mp-1080575,SrZrO3,Sr,Zr,O,Imma,0.0057921795000002,-41.30199397,5.24436794219945,1.44,0.89,1.42
mp-557203,SrZrO3,Sr,Zr,O,P2_13,0.0547299592500004,-41.057226615,5.0902753668686,1.44,0.89,1.42
mp-613402,SrZrO3,Sr,Zr,O,Pm-3m,2.5172406795,-28.67914262,4.40591371172481,1.44,0.89,1.42
mp-558760,SrZrS3,Sr,Zr,S,Pnma,0.0009402364999999,-31.526696785,3.9231727528012,1.44,0.89,1.84
mp-5193,SrZrS3,Sr,Zr,S,Pnma,0.0,-31.523973515,3.80234060063719,1.44,0.89,1.84
mp-541570,SrZrSe3,Sr,Zr,Se,Pnma,0.0271145584999966,-28.6985577275,5.2063142579484,1.44,0.89,1.98
mp-9890,TaAgO3,Ta,Ag,O,R-3c,0.0220716159999945,-39.52090402,8.94567274514636,0.72,0.75,1.42
mp-1187189,TaAgO3,Ta,Ag,O,Pm-3m,0.0354765909999948,-39.45305634,8.74308936924996,0.72,0.75,1.42
mp-561242,TaAgS3,Ta,Ag,S,Cmc2_1,0.000200564,-30.39646588,6.74251444524057,0.72,0.75,1.84
mp-5821,TaAgS3,Ta,Ag,S,Cmcm,0.0,-30.39731876,6.74276601973179,0.72,0.75,1.84
mp-972222,TaBeO3,Ta,Be,O,Pm-3m,1.0010094554,-38.88847499,9.86405039775826,0.68,0.45,1.42
mp-756050,TaCuO3,Ta,Cu,O,C2/m,0.0235563585000005,-41.256340895,6.90586205966636,0.72,0.54,1.42
mp-3102,TaCuS3,Ta,Cu,S,Pnma,0.0,-32.1922681425,5.61103391265706,0.72,0.54,1.84
mp-1187220,TaFeO3,Ta,Fe,O,Pm-3m,0.538212132500014,-41.41378737,7.50442047342462,0.72,0.55,1.42
mp-1187260,TaInO3,Ta,In,O,Pm-3m,0.171127954333352,-39.94819055,8.48469106162219,0.72,0.92,1.42
mp-1247469,TaMoN3,Ta,Mo,N,P-1,0.22426913506667,-50.010754315,8.03745074919672,0.72,0.59,1.46
mp-8074,TaSnO3,Ta,Sn,O,Pm-3m,0.298947173500009,-40.4697124,8.54645467360116,0.72,0.81,1.42
mp-756933,TaTlO3,Ta,Tl,O,Fd-3m,0.00216727124997,-40.42970924,9.20813761836874,0.72,0.885,1.42
mp-861873,TaTlO3,Ta,Tl,O,Pm-3m,0.107364854749971,-39.90594874,10.5724945264435,0.72,0.885,1.42
mp-676262,TaTlO3,Ta,Tl,O,C2/c,0.0,-40.44148680375,9.24667671464485,0.72,0.885,1.42
mp-10795,TaTlS3,Ta,Tl,S,Pnma,0.000315144538459,-30.5719195475,6.53933959681491,0.72,0.885,1.84
mp-12027,TaTlSe3,Ta,Tl,Se,Pnma,0.0244870243333333,-27.882647495,7.49527792871608,0.72,0.885,1.98
mp-1246615,TaWN3,Ta,W,N,P-1,0.385175269857143,-51.65353771,8.39221897574634,0.72,0.6,1.46
mp-4434,TbAlO3,Tb,Al,O,Pnma,0.0090005247500162,-39.8642242075,7.39314087969333,1.095,0.535,1.42
mp-1187310,TbBeO3,Tb,Be,O,Pm-3m,0.331650349000001,-35.65920179,7.79600201488856,0.88,0.45,1.42
mp-1217607,TbBO3,Tb,B,O,Ama2,0.0,-41.427773295,5.86397445762469,1.095,0.27,1.42
mp-863748,TbBS3,Tb,B,S,Pna2_1,0.0371858120299997,-29.7994943125,4.55943720048118,1.095,0.27,1.84
mp-755605,TbCO3,Tb,C,O,P2_1/m,0.025706206500006,-40.4467240875,6.92636820197188,1.095,0.16,1.42
mp-19802,TbCoO3,Tb,Co,O,Pnma,0.0,-37.958320505,8.32920151604702,1.095,0.61,1.42
mp-756124,TbCrO3,Tb,Cr,O,Pnma,0.0,-43.0972417675,7.59400027003276,1.095,0.615,1.42
mp-1208345,TbCrSe3,Tb,Cr,Se,Pnma,0.0325351532500004,-30.55735306,6.94343210710324,1.095,0.615,1.98
mp-1187321,TbCuO3,Tb,Cu,O,Pm-3m,0.156334044500001,-32.75339464,8.29638019909954,1.095,0.54,1.42
mp-1187342,TbErO3,Tb,Er,O,Pm-3m,0.825933458875001,-37.9508102,8.09541818057039,1.095,0.89,1.42
mp-756048,TbErO3,Tb,Er,O,Pnma,0.0884384083749996,-41.64235575,8.76779897593726,1.095,0.89,1.42
mp-19853,TbFeO3,Tb,Fe,O,Pnma,6.25558750009247e-05,-39.9623633225,7.69941902766979,1.095,0.55,1.42
mp-1101339,TbGaO3,Tb,Ga,O,R-3c,0.10628467008333,-35.779076775,8.07372245432272,1.095,0.62,1.42
mp-756290,TbGaO3,Tb,Ga,O,Pnma,0.0471807335833301,-36.074387645,8.04532251716718,1.095,0.62,1.42
mp-756224,TbGdO3,Tb,Gd,O,Pnma,0.094544135375001,-50.706925725,8.16325406249554,1.095,1.107,1.42
mp-981132,TbGeO3,Tb,Ge,O,Pm-3m,0.616428658906251,-34.03807016,7.73151044345155,0.88,0.73,1.42
mp-755740,TbHoO3,Tb,Ho,O,Pnma,0.0955574117500007,-41.56404836,8.64279017551717,1.095,1.12,1.42
mp-769263,TbInO3,Tb,In,O,Pnma,0.0560910488750004,-34.83759261,7.93227761326865,1.095,0.92,1.42
mp-754145,TbLuO3,Tb,Lu,O,Pnma,0.0662620235000002,-41.875216055,9.28601671424499,1.095,1.032,1.42
mp-1187347,TbMgO3,Tb,Mg,O,Pm-3m,0.448994662000001,-32.84130957,6.69460923060484,0.88,0.89,1.42
mp-1232232,TbMgS3,Tb,Mg,S,R-3,0.276894641500002,-25.319193015,3.94965727192818,0.88,0.89,1.84
mp-1232160,TbMgS3,Tb,Mg,S,C2/m,0.353715234500002,-24.8719575975,3.54184585998574,0.88,0.89,1.84
mp-1232315,TbMgSe3,Tb,Mg,Se,C2/m,0.304460560666668,-22.55855418,5.04623371286904,0.88,0.89,1.98
mp-1237963,TbMgSe3,Tb,Mg,Se,C2/m,0.343553750666668,-22.2554165775,4.8139237370399,0.88,0.89,1.98
mp-1232347,TbMgSe3,Tb,Mg,Se,R-3,0.234322184333334,-22.8731938233333,5.21682713559817,0.88,0.89,1.98
mp-22055,TbMnO3,Tb,Mn,O,Pnma,0.0,-41.9235690575,7.53917790139772,1.095,0.645,1.42
mp-1188379,TbMnO3,Tb,Mn,O,Pnma,0.314236524500002,-38.45552031,6.42237230813017,1.095,0.645,1.42
mp-755865,TbNiO3,Tb,Ni,O,Pnma,0.0,-36.23345677,8.07404338455842,1.095,0.56,1.42
mp-1187352,TbNiO3,Tb,Ni,O,Pm-3m,0.198668504,-31.39816011,8.44002195134007,1.095,0.56,1.42
mp-770347,TbNiO3,Tb,Ni,O,R-3c,0.041731725,-32.74139849,8.15337603949236,1.095,0.56,1.42
mp-1187359,TbOsO3,Tb,Os,O,Pm-3m,0.726862456333327,-38.03874157,10.5909283623502,1.095,0.63,1.42
mp-5692,TbRhO3,Tb,Rh,O,Pnma,0.0,-37.6478222275,8.68324390172682,1.095,0.665,1.42
